pixel_id,latitude,longitude,seasonal_heat_days,annual_heat_days,heat_days_difference,seasonal_threshold_mean,annual_percentile,annual_max_temp
4_5,-12.985147431947684,-38.65001509924242,8.0,10.0,-2.0,34.54767759562845,34.5,37.6
4_6,-12.985147431947684,-38.64103194640122,8.0,11.0,-3.0,34.622267759562874,34.6,37.6
4_7,-12.985147431947684,-38.632048793560024,8.0,11.0,-3.0,34.622267759562874,34.6,37.6
4_8,-12.985147431947684,-38.62306564071883,8.0,11.0,-3.0,34.60986338797817,34.6,37.6
4_9,-12.985147431947684,-38.61408248787763,0.0,0.0,0.0,31.9,31.9,
4_10,-12.985147431947684,-38.605099335036435,0.0,0.0,0.0,31.9,31.9,
4_11,-12.985147431947684,-38.596116182195246,0.0,0.0,0.0,31.9,31.9,
4_12,-12.985147431947684,-38.58713302935405,0.0,0.0,0.0,31.9,31.9,
4_13,-12.985147431947684,-38.57814987651285,0.0,0.0,0.0,31.9,31.9,
4_14,-12.985147431947684,-38.56916672367166,0.0,0.0,0.0,31.9,31.9,
4_15,-12.985147431947684,-38.56018357083046,0.0,0.0,0.0,31.9,31.9,
4_16,-12.985147431947684,-38.551200417989264,0.0,0.0,0.0,31.9,31.9,
4_17,-12.985147431947684,-38.542217265148075,0.0,0.0,0.0,31.9,31.9,
4_18,-12.985147431947684,-38.53323411230688,0.0,0.0,0.0,31.9,31.9,
4_19,-12.985147431947684,-38.52425095946568,0.0,0.0,0.0,31.800000000000008,31.8,
4_20,-12.985147431947684,-38.515267806624486,4.0,3.0,1.0,37.3328961748634,37.3,37.7
4_21,-12.985147431947684,-38.50628465378329,4.0,3.0,1.0,37.36346994535521,37.3,37.8
4_22,-12.985147431947684,-38.49730150094209,8.0,12.0,-4.0,34.874071038251365,34.9,37.8
4_23,-12.985147431947684,-38.4883183481009,8.0,12.0,-4.0,34.90571038251365,34.9,37.8
4_24,-12.985147431947684,-38.47933519525971,8.0,11.0,-3.0,34.90997267759562,34.9,37.8
4_25,-12.985147431947684,-38.47035204241851,8.0,11.0,-3.0,34.94363387978141,35.0,37.8
4_26,-12.985147431947684,-38.461368889577315,8.0,11.0,-3.0,34.941147540983586,35.0,37.8
4_27,-12.985147431947684,-38.45238573673612,8.0,11.0,-3.0,34.91628415300542,34.9,37.8
4_28,-12.985147431947684,-38.44340258389492,8.0,11.0,-3.0,34.871530054644836,34.9,37.8
4_29,-12.985147431947684,-38.434419431053726,8.0,11.0,-3.0,34.86647540983607,34.9,37.8
4_30,-12.985147431947684,-38.42543627821254,0.0,0.0,0.0,31.9,31.9,
4_31,-12.985147431947684,-38.41645312537134,0.0,0.0,0.0,31.9,31.9,
4_32,-12.985147431947684,-38.407469972530144,0.0,0.0,0.0,31.9,31.9,
4_33,-12.985147431947684,-38.39848681968895,0.0,0.0,0.0,31.9,31.9,
4_34,-12.985147431947684,-38.38950366684775,0.0,0.0,0.0,31.9,31.9,
4_35,-12.985147431947684,-38.380520514006555,0.0,0.0,0.0,31.9,31.9,
4_36,-12.985147431947684,-38.37153736116536,0.0,0.0,0.0,31.9,31.9,
4_37,-12.985147431947684,-38.36255420832417,0.0,0.0,0.0,31.9,31.9,
4_38,-12.985147431947684,-38.35357105548297,0.0,0.0,0.0,31.9,31.9,
4_39,-12.985147431947684,-38.34458790264178,0.0,0.0,0.0,31.9,31.9,
4_40,-12.985147431947684,-38.33560474980058,0.0,0.0,0.0,31.9,31.9,
4_41,-12.985147431947684,-38.326621596959384,0.0,0.0,0.0,32.0,32.0,
4_42,-12.985147431947684,-38.31763844411819,0.0,0.0,0.0,32.199999999999996,32.2,
4_43,-12.985147431947684,-38.308655291277,0.0,0.0,0.0,32.39999999999999,32.4,
5_0,-12.976164279106488,-38.69493086344839,4.0,3.0,1.0,37.117404371584705,37.1,37.6
5_1,-12.976164279106488,-38.685947710607195,4.0,3.0,1.0,37.11863387978141,37.1,37.6
5_2,-12.976164279106488,-38.676964557766,8.0,11.0,-3.0,34.562486338797854,34.5,37.6
5_3,-12.976164279106488,-38.6679814049248,8.0,11.0,-3.0,34.55855191256834,34.5,37.6
5_4,-12.976164279106488,-38.658998252083606,8.0,11.0,-3.0,34.58516393442625,34.6,37.6
5_5,-12.976164279106488,-38.65001509924242,8.0,10.0,-2.0,34.57360655737705,34.5,37.6
5_6,-12.976164279106488,-38.64103194640122,8.0,11.0,-3.0,34.57202185792352,34.5,37.6
5_7,-12.976164279106488,-38.632048793560024,8.0,11.0,-3.0,34.58295081967215,34.6,37.6
5_8,-12.976164279106488,-38.62306564071883,8.0,11.0,-3.0,34.59592896174866,34.6,37.6
5_9,-12.976164279106488,-38.61408248787763,8.0,11.0,-3.0,34.624535519125715,34.6,37.6
5_10,-12.976164279106488,-38.605099335036435,0.0,0.0,0.0,31.9,31.9,
5_11,-12.976164279106488,-38.596116182195246,0.0,0.0,0.0,31.9,31.9,
5_12,-12.976164279106488,-38.58713302935405,0.0,0.0,0.0,31.9,31.9,
5_13,-12.976164279106488,-38.57814987651285,0.0,0.0,0.0,31.9,31.9,
5_14,-12.976164279106488,-38.56916672367166,0.0,0.0,0.0,31.9,31.9,
5_15,-12.976164279106488,-38.56018357083046,0.0,0.0,0.0,31.9,31.9,
5_16,-12.976164279106488,-38.551200417989264,0.0,0.0,0.0,31.9,31.9,
5_17,-12.976164279106488,-38.542217265148075,0.0,0.0,0.0,31.9,31.9,
5_18,-12.976164279106488,-38.53323411230688,0.0,0.0,0.0,31.9,31.9,
5_19,-12.976164279106488,-38.52425095946568,0.0,0.0,0.0,31.9,31.9,
5_20,-12.976164279106488,-38.515267806624486,4.0,3.0,1.0,37.32349726775955,37.2,37.7
5_21,-12.976164279106488,-38.50628465378329,4.0,3.0,1.0,37.32349726775955,37.2,37.7
5_22,-12.976164279106488,-38.49730150094209,4.0,3.0,1.0,37.34191256830601,37.3,37.8
5_23,-12.976164279106488,-38.4883183481009,8.0,12.0,-4.0,34.90163934426228,34.9,37.8
5_24,-12.976164279106488,-38.47933519525971,8.0,11.0,-3.0,34.92412568306011,34.9,37.8
5_25,-12.976164279106488,-38.47035204241851,8.0,11.0,-3.0,34.939234972677625,35.0,37.8
5_26,-12.976164279106488,-38.461368889577315,8.0,11.0,-3.0,34.94896174863389,35.0,37.8
5_27,-12.976164279106488,-38.45238573673612,8.0,11.0,-3.0,34.92051912568302,34.9,37.8
5_28,-12.976164279106488,-38.44340258389492,8.0,11.0,-3.0,34.84439890710384,34.8,37.8
5_29,-12.976164279106488,-38.434419431053726,8.0,11.0,-3.0,34.858497267759596,34.9,37.8
5_30,-12.976164279106488,-38.42543627821254,8.0,11.0,-3.0,34.8732786885246,34.9,37.8
5_31,-12.976164279106488,-38.41645312537134,0.0,0.0,0.0,31.9,31.9,
5_32,-12.976164279106488,-38.407469972530144,0.0,0.0,0.0,31.9,31.9,
5_33,-12.976164279106488,-38.39848681968895,0.0,0.0,0.0,31.9,31.9,
5_34,-12.976164279106488,-38.38950366684775,0.0,0.0,0.0,31.9,31.9,
5_35,-12.976164279106488,-38.380520514006555,0.0,0.0,0.0,31.9,31.9,
5_36,-12.976164279106488,-38.37153736116536,0.0,0.0,0.0,31.9,31.9,
5_37,-12.976164279106488,-38.36255420832417,0.0,0.0,0.0,31.9,31.9,
5_38,-12.976164279106488,-38.35357105548297,0.0,0.0,0.0,31.9,31.9,
5_39,-12.976164279106488,-38.34458790264178,0.0,0.0,0.0,31.9,31.9,
5_40,-12.976164279106488,-38.33560474980058,0.0,0.0,0.0,31.9,31.9,
5_41,-12.976164279106488,-38.326621596959384,0.0,0.0,0.0,31.9,31.9,
5_42,-12.976164279106488,-38.31763844411819,0.0,0.0,0.0,32.0,32.0,
5_43,-12.976164279106488,-38.308655291277,0.0,0.0,0.0,31.9,31.9,
6_0,-12.967181126265293,-38.69493086344839,0.0,0.0,0.0,31.9,31.9,
6_1,-12.967181126265293,-38.685947710607195,7.0,10.0,-3.0,34.570109289617534,34.6,37.6
6_2,-12.967181126265293,-38.676964557766,8.0,11.0,-3.0,34.56573770491804,34.6,37.6
6_3,-12.967181126265293,-38.6679814049248,8.0,11.0,-3.0,34.56573770491804,34.6,37.6
6_4,-12.967181126265293,-38.658998252083606,8.0,11.0,-3.0,34.58508196721313,34.6,37.6
6_5,-12.967181126265293,-38.65001509924242,8.0,11.0,-3.0,34.58166666666666,34.6,37.6
6_6,-12.967181126265293,-38.64103194640122,8.0,11.0,-3.0,34.58557377049182,34.6,37.6
6_7,-12.967181126265293,-38.632048793560024,8.0,11.0,-3.0,34.586530054644825,34.6,37.6
6_8,-12.967181126265293,-38.62306564071883,8.0,11.0,-3.0,34.58177595628418,34.6,37.6
6_9,-12.967181126265293,-38.61408248787763,8.0,11.0,-3.0,34.623551912568324,34.6,37.6
6_10,-12.967181126265293,-38.605099335036435,0.0,0.0,0.0,31.9,31.9,
6_11,-12.967181126265293,-38.596116182195246,0.0,0.0,0.0,31.9,31.9,
6_12,-12.967181126265293,-38.58713302935405,0.0,0.0,0.0,31.9,31.9,
6_13,-12.967181126265293,-38.57814987651285,0.0,0.0,0.0,31.9,31.9,
6_14,-12.967181126265293,-38.56916672367166,0.0,0.0,0.0,31.9,31.9,
6_15,-12.967181126265293,-38.56018357083046,0.0,0.0,0.0,31.9,31.9,
6_16,-12.967181126265293,-38.551200417989264,0.0,0.0,0.0,31.9,31.9,
6_17,-12.967181126265293,-38.542217265148075,0.0,0.0,0.0,31.9,31.9,
6_18,-12.967181126265293,-38.53323411230688,0.0,0.0,0.0,31.9,31.9,
6_19,-12.967181126265293,-38.52425095946568,0.0,0.0,0.0,31.9,31.9,
6_20,-12.967181126265293,-38.515267806624486,0.0,0.0,0.0,31.9,31.9,
6_21,-12.967181126265293,-38.50628465378329,0.0,0.0,0.0,31.9,31.9,
6_22,-12.967181126265293,-38.49730150094209,4.0,3.0,1.0,37.34792349726778,37.3,37.8
6_23,-12.967181126265293,-38.4883183481009,4.0,3.0,1.0,37.403060109289605,37.3,37.8
6_24,-12.967181126265293,-38.47933519525971,8.0,11.0,-3.0,34.92401639344263,34.9,37.8
6_25,-12.967181126265293,-38.47035204241851,8.0,11.0,-3.0,34.87983606557377,34.9,37.8
6_26,-12.967181126265293,-38.461368889577315,8.0,11.0,-3.0,34.86237704918034,34.9,37.8
6_27,-12.967181126265293,-38.45238573673612,8.0,11.0,-3.0,34.815683060109265,34.8,37.8
6_28,-12.967181126265293,-38.44340258389492,8.0,11.0,-3.0,34.79901639344264,34.8,37.8
6_29,-12.967181126265293,-38.434419431053726,8.0,11.0,-3.0,34.83554644808744,34.8,37.8
6_30,-12.967181126265293,-38.42543627821254,8.0,11.0,-3.0,34.786885245901665,34.7,37.8
6_31,-12.967181126265293,-38.41645312537134,8.0,11.0,-3.0,34.728715846994554,34.7,37.8
6_32,-12.967181126265293,-38.407469972530144,0.0,0.0,0.0,31.9,31.9,
6_33,-12.967181126265293,-38.39848681968895,0.0,0.0,0.0,31.9,31.9,
6_34,-12.967181126265293,-38.38950366684775,0.0,0.0,0.0,31.9,31.9,
6_35,-12.967181126265293,-38.380520514006555,0.0,0.0,0.0,31.9,31.9,
6_36,-12.967181126265293,-38.37153736116536,0.0,0.0,0.0,31.9,31.9,
6_37,-12.967181126265293,-38.36255420832417,0.0,0.0,0.0,31.9,31.9,
